,Name,Year,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS,GOALS
,Name,Year,Control,Power,Consuming,Knowledge,Information,Surveillance,Security,Money Wealth,Change,Progress,Community,Empowerment,Decoration,Escape,Symbolism,Globalisation,Mobility,Visibility,Fun
153,Dynasty_2007,2007,0.0,0.5,0.6,0.0,0.5,0.0,0.0,1.0,0.5,0.5,0.0,0.4,1.0,0.5,1.0,0.8,0.0,1.0,0.2
154,Living_2007,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0
155,Passage_2007,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0
156,Bouquet_2008,2008,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
157,Forum_2008,2008,0.0,0.6,0.4,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.1,0.7,0.3,0.3,0.0,0.8,0.8
158,House_2008,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
159,Territory_2008,2008,0.0,0.0,0.4,0.8,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.4,0.5,0.3,0.3,0.0,0.3,0.1,0.8
160,Labyrinth_2008,2008,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.5,0.0
161,Cluster_2008,2008,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.0
162,Atmosphere_2008,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.8,0.4
163,Volume_2008,2008,0.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.3,0.4,0.0,0.0,0.6,0.7
164,Support_2008,2008,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.5,0.0
165,Junction_2008,2008,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.3,0.0
166,Spectrum_2008,2008,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.4,0.4,0.3,0.6,0.0,0.0,1.0,0.4
167,Replica_2008,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
168,Control_2008,2008,1.0,1.0,0.4,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.5,0.7,0.4,0.5,0.8,0.4,0.8,0.8,0.8
169,Nature_2008,2008,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.0,0.4,0.0,0.0,1.0,0.3
170,Project_2008,2008,0.3,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,Property_2008,2008,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.8,0.0,0.3,0.5,0.0,0.8,0.0,0.5,0.0,0.0,0.8,0.0
172,Summit_2008,2008,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.8,1.0,1.0,0.4,0.0,0.5,1.0
173,Transition_2008,2008,0.5,0.0,0.5,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
174,Site_2008,2008,0.7,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4,0.0,0.0,0.0,0.5,0.8,1.0,1.0,0.0
175,Matrix_2008,2008,0.8,0.5,0.5,0.0,0.0,0.3,0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.8,0.5,0.0,0.0
176,Monitor_2008(missing),2008,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5
177,Flood_2009,2009,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.0,0.0
178,Picture a Mirror_2009,2009,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.5,0.0
179,Matter_2009,2009,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.8,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.0
180,Play_2009,2009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.8,0.0,0.0,0.0,1.0
181,Race_2009,2009,0.5,0.0,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.3,0.5,0.0,1.0,0.0,0.5,0.8,0.8,1.0
182,Condominium_2010,2010,0.0,1.0,1.0,0.0,0.6,0.0,0.0,1.0,0.3,0.5,0.2,0.7,1.0,0.0,1.0,0.5,0.0,1.0,0.0
183,The English House_2010,2010,0.0,0.0,0.5,0.3,0.5,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.7,0.8,1.0,0.5,0.0,0.5,1.0
184,Green Zone_2010,2010,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8,0.5,0.0,0.5,0.8,0.0,0.0,0.0,1.0
185,SuperVision_2010,2010,1.0,0.0,0.0,0.0,0.0,0.8,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.2,0.2,0.0,0.0,0.6,0.0
186,China Halo_2010,2010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.0,1.0,1.0,0.0,1.0,1.0
187,Crossover_2010,2010,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.3,0.3,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
188,Premises (in Red)_2010,2010,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.8,1.0,1.0,0.4,0.0,0.2,0.0,0.8,1.0,0.0,1.0,0.0
189,One Brilliant Complex_2011,2011,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.2,0.8,0.0,1.0,0.0,0.7,0.0,0.0,0.5,0.0
190,The Approach_2011,2011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0
191,Double Standard_2012,2012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.7,0.4,0.2,0.5,0.0,0.0,0.0
192,Plot Ratio_2012,2012,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.3,0.3,0.3,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.5,0.0
193,Synchronicity_2012,2012,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.8,0.0,1.0,0.8,0.8,0.8
194,Costa Blanca_2012,2012,0.0,0.0,0.6,0.0,0.5,0.0,0.0,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0
195,Flatland_2012,2012,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2
196,Hotel Opportunity_2012,2012,0.0,0.5,1.0,0.0,0.8,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.8,0.0,1.0,0.3
197,Mission Interlude_2012,2012,0.3,1.0,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3,0.5,0.7,0.2,0.8,1.0,0.0,1.0,0.7
198,Multi Story Building_2012,2012,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0
199,Timeport_2012,2012,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.5,1.0,0.7,0.5,0.5,0.5,0.8,1.0
200,Hollywood_2013,2013,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.8,0.8,1.0,1.0,0.0,1.0,1.0
201,Megalopolis_2013,2013,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
202,Paramount_2013,2013,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,1.0,0.0,0.0,0.3,0.0
203,Thriller_2013,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.3,0.0,0.0,0.5,0.5
204,Capital no Capital_2013,2013,1.0,1.0,0.0,0.0,0.5,0.5,0.3,0.0,0.0,0.0,0.8,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0
205,California_2013,2013,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.8,0.0,0.0,0.7,0.5
206,Levante_2013,2013,0.3,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.7,0.0,1.0,0.0,0.0,1.0
207,Propitious Grounds_2013,2013,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7,0.5,0.5,0.5,1.0,0.0,0.0,0.3,0.0
208,The Strip_2013,2013,0.3,0.5,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.5,0.5,1.0,1.0,1.0
209,Treasure Gathering Square_2013,2013,0.5,0.0,1.0,0.0,0.2,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
210,The Crossroads_2014,2014,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
211,The Deal_2015,2015,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.2,0.0,0.0,0.8,0.5,1.0,0.2,0.0
212,Panacea_2015,2015,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.0
213,Wonderland_2015,2015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.6,0.0
214,Momentum_2016,2016,0.3,1.0,0.0,0.5,0.4,0.0,0.0,0.0,0.5,0.5,0.3,0.2,0.5,0.0,1.0,0.2,0.0,0.8,0.2
215,The Next Level_2016,2016,0.0,0.0,0.7,0.1,0.0,0.3,0.0,0.0,0.3,0.3,0.1,0.2,0.1,1.0,0.0,1.0,0.0,0.0,1.0
216,UN_2016,2016,0.0,0.2,0.7,0.0,0.2,0.0,0.0,0.0,0.2,0.3,0.2,0.1,0.5,0.3,0.3,0.4,0.0,0.6,1.0
217,Entracte_2016,2016,1.0,1.0,0.8,0.0,0.0,1.0,1.0,0.7,1.0,0.8,1.0,0.0,0.0,0.0,1.0,0.8,1.0,0.8,0.0
218,Performance_2017,2017,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0
219,The Valley Continuum_2018,2018,1.0,0.0,0.0,0.5,0.5,0.8,0.0,0.0,0.5,0.8,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.8,0.2
